key,pressed,released,user,hold_time,press_press_time,press_release_time
s,2021-11-22 11:16:37.300332,2021-11-22 11:16:37.368103,zineb,67771.0,99938.0,32167.0
[space],2021-11-22 11:16:37.400270,2021-11-22 11:16:37.465381,zineb,65111.0,79396.0,14285.0
t,2021-11-22 11:16:37.479666,2021-11-22 11:16:37.537004,zineb,57338.0,89210.0,31872.0
h,2021-11-22 11:16:37.568876,2021-11-22 11:16:37.642278,zineb,73402.0,217294.0,143892.0
y,2021-11-22 11:16:37.786170,2021-11-22 11:16:37.869339,zineb,83169.0,170469.0,87300.0
',2021-11-22 11:16:37.956639,2021-11-22 11:16:38.031664,zineb,75025.0,157322.0,82297.0
r,2021-11-22 11:16:38.113961,2021-11-22 11:16:38.234599,zineb,120638.0,203181.0,82543.0
[space],2021-11-22 11:16:38.317142,2021-11-22 11:16:38.375929,zineb,58787.0,141766.0,82979.0
p,2021-11-22 11:16:38.458908,2021-11-22 11:16:38.533160,zineb,74252.0,76236.0,1984.0
a,2021-11-22 11:16:38.535144,2021-11-22 11:16:38.610435,zineb,75291.0,94318.0,19027.0
y,2021-11-22 11:16:38.629462,2021-11-22 11:16:38.691429,zineb,61967.0,109391.0,47424.0
i,2021-11-22 11:16:38.738853,2021-11-22 11:16:38.912814,zineb,173961.0,118663.0,-55298.0
n,2021-11-22 11:16:38.857516,2021-11-22 11:16:38.954850,zineb,97334.0,86334.0,-11000.0
g,2021-11-22 11:16:38.943850,2021-11-22 11:16:39.016653,zineb,72803.0,99327.0,26524.0
[space],2021-11-22 11:16:39.043177,2021-11-22 11:16:39.108021,zineb,64844.0,107822.0,42978.0
a,2021-11-22 11:16:39.150999,2021-11-22 11:16:39.215961,zineb,64962.0,52951.0,-12011.0
l,2021-11-22 11:16:39.203950,2021-11-22 11:16:39.260296,zineb,56346.0,168461.0,112115.0
m,2021-11-22 11:16:39.372411,2021-11-22 11:16:39.483621,zineb,111210.0,80602.0,-30608.0
o,2021-11-22 11:16:39.453013,2021-11-22 11:16:39.548377,zineb,95364.0,97583.0,2219.0
s,2021-11-22 11:16:39.550596,2021-11-22 11:16:39.588746,zineb,38150.0,121784.0,83634.0
t,2021-11-22 11:16:39.672380,2021-11-22 11:16:39.739552,zineb,67172.0,56787.0,-10385.0
[space],2021-11-22 11:16:39.729167,2021-11-22 11:16:39.781042,zineb,51875.0,97465.0,45590.0
o,2021-11-22 11:16:39.826632,2021-11-22 11:16:39.947078,zineb,120446.0,82396.0,-38050.0
n,2021-11-22 11:16:39.909028,2021-11-22 11:16:39.990519,zineb,81491.0,161094.0,79603.0
[space],2021-11-22 11:16:40.070122,2021-11-22 11:16:40.160605,zineb,90483.0,79895.0,-10588.0
d,2021-11-22 11:16:40.150017,2021-11-22 11:16:40.228162,zineb,78145.0,106133.0,27988.0
o,2021-11-22 11:16:40.256150,2021-11-22 11:16:40.315335,zineb,59185.0,148617.0,89432.0
l,2021-11-22 11:16:40.404767,2021-11-22 11:16:40.477851,zineb,73084.0,132100.0,59016.0
l,2021-11-22 11:16:40.536867,2021-11-22 11:16:40.606849,zineb,69982.0,149981.0,79999.0
a,2021-11-22 11:16:40.686848,2021-11-22 11:16:40.774575,zineb,87727.0,118811.0,31084.0
r,2021-11-22 11:16:40.805659,2021-11-22 11:16:40.881858,zineb,76199.0,86191.0,9992.0
[space],2021-11-22 11:16:40.891850,2021-11-22 11:16:40.935576,zineb,43726.0,164051.0,120325.0
m,2021-11-22 11:16:41.055901,2021-11-22 11:16:41.164161,zineb,108260.0,83164.0,-25096.0
o,2021-11-22 11:16:41.139065,2021-11-22 11:16:41.244207,zineb,105142.0,107141.0,1999.0
r,2021-11-22 11:16:41.246206,2021-11-22 11:16:41.340241,zineb,94035.0,137039.0,43004.0
[space],2021-11-22 11:16:41.383245,2021-11-22 11:16:41.427241,zineb,43996.0,113537.0,69541.0
p,2021-11-22 11:16:41.496782,2021-11-22 11:16:41.578405,zineb,81623.0,150767.0,69144.0
r,2021-11-22 11:16:41.647549,2021-11-22 11:16:41.703810,zineb,56261.0,97033.0,40772.0
[space],2021-11-22 11:16:41.744582,2021-11-22 11:16:41.834771,zineb,90189.0,69632.0,-20557.0
g,2021-11-22 11:16:41.814214,2021-11-22 11:16:41.900721,zineb,86507.0,67812.0,-18695.0
a,2021-11-22 11:16:41.882026,2021-11-22 11:16:41.954159,zineb,72133.0,95501.0,23368.0
l,2021-11-22 11:16:41.977527,2021-11-22 11:16:42.025484,zineb,47957.0,131955.0,83998.0
l,2021-11-22 11:16:42.109482,2021-11-22 11:16:42.181582,zineb,72100.0,158513.0,86413.0
o,2021-11-22 11:16:42.267995,2021-11-22 11:16:42.438692,zineb,170697.0,159436.0,-11261.0
n,2021-11-22 11:16:42.427431,2021-11-22 11:16:42.521271,zineb,93840.0,201881.0,108041.0
-,2021-11-22 11:16:42.629312,2021-11-22 11:16:42.701861,zineb,72549.0,168647.0,96098.0
[space],2021-11-22 11:16:42.797959,2021-11-22 11:16:42.877474,zineb,79515.0,422872.0,343357.0
a,2021-11-22 11:16:43.220831,2021-11-22 11:16:43.287729,zineb,66898.0,205592.0,138694.0
[backspace],2021-11-22 11:16:43.426423,2021-11-22 11:16:43.480108,zineb,53685.0,129747.0,76062.0
[backspace],2021-11-22 11:16:43.556170,2021-11-22 11:16:43.622334,zineb,66164.0,132653.0,66489.0
-,2021-11-22 11:16:43.688823,2021-11-22 11:16:43.755968,zineb,67145.0,302016.0,234871.0
[space],2021-11-22 11:16:43.990839,2021-11-22 11:16:44.073236,zineb,82397.0,121078.0,38681.0
a,2021-11-22 11:16:44.111917,2021-11-22 11:16:44.198487,zineb,86570.0,155717.0,69147.0
n,2021-11-22 11:16:44.267634,2021-11-22 11:16:44.337454,zineb,69820.0,213969.0,144149.0
[space],2021-11-22 11:16:44.481603,2021-11-22 11:16:44.559221,zineb,77618.0,250516.0,172898.0
i,2021-11-22 11:16:44.732119,2021-11-22 11:16:44.866886,zineb,134767.0,77570.0,-57197.0
n,2021-11-22 11:16:44.809689,2021-11-22 11:16:44.920241,zineb,110552.0,113361.0,2809.0
c,2021-11-22 11:16:44.923050,2021-11-22 11:16:45.030892,zineb,107842.0,48271.0,-59571.0
r,2021-11-22 11:16:44.971321,2021-11-22 11:16:45.074019,zineb,102698.0,194766.0,92068.0
a,2021-11-22 11:16:45.166087,2021-11-22 11:16:45.255536,zineb,89449.0,155579.0,66130.0
s,2021-11-22 11:16:45.321666,2021-11-22 11:16:45.372539,zineb,50873.0,217861.0,166988.0
[space],2021-11-22 11:16:45.539527,2021-11-22 11:16:45.599619,zineb,60092.0,94866.0,34774.0
t,2021-11-22 11:16:45.634393,2021-11-22 11:16:45.672884,zineb,38491.0,65017.0,26526.0
h,2021-11-22 11:16:45.699410,2021-11-22 11:16:45.760477,zineb,61067.0,33425.0,-27642.0
